Dex,Pokemon,Primary Type,Secondary Type,Level,Rarity,Sky,Light,Time,Weather,Biomes (Wiki),Anti-Biomes (Wiki),Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase (Wiki),Anti-Moon Phase (Wiki),Presets,Gen #,Labels,Egg Groups,Spawn Weight,Context,Spawn ID,Species Archive,Spawn Directory,Species Directory
#0606,Beheeyem,Psychic,-----,42-49,Uncommon,Any,Any,Any,Any,End,,,,,,,,Natural,Gen 5,,Human_Like,1,Grounded,beheeyem-1,generation5/beheeyem.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0606,Beheeyem,Psychic,-----,42-49,Common,Any,8 - 15,Night,Any,Overworld,,,,,Wheat,,,Natural,Gen 5,,Human_Like,1,Grounded,beheeyem-2,generation5/beheeyem.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0606,Beheeyem,Psychic,-----,42-49,Common,Any,Any,Any,Any,Howling Constructs,,,Sempiternal Sanctums,,,,,,Gen 5,,Human_Like,0.6,Grounded,beheeyem-3,generation5/beheeyem.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0374,Beldum,Steel,Psychic,5-30,Ultra-Rare,Any,Any,Any,Any,"Dripstone, Peak",,,,,,,,Natural,Gen 3,,Mineral,9,Grounded,beldum-1,generation3/beldum.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0374,Beldum,Steel,Psychic,5-30,Rare,Any,Any,Any,Any,End,,,,,,,,Natural,Gen 3,,Mineral,9,Grounded,beldum-2,generation3/beldum.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0374,Beldum,Steel,Psychic,5-30,Rare,Any,Any,Any,Any,Howling Constructs,,,Sempiternal Sanctums,,,,,,Gen 3,,Mineral,9,Grounded,beldum-3,generation3/beldum.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0939,Bellibolt,Electric,-----,15-32,Uncommon,MUST SEE,Any,Any,Any,Swamp,,,,,,,,,Gen 9,,Water_1,2.8,Grounded,bellibolt-1,generation9/bellibolt.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0182,Bellossom,Grass,-----,35-49,Common,Any,8 - 15,Day,Any,Floral,,,,,,,,Natural,Gen 2,,Grass,0.1,Grounded,bellossom-1,generation2/bellossom.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0182,Bellossom,Grass,-----,35-49,Common,Any,8 - 15,Day,Any,Jungle,,,,,,,,Natural,Gen 2,,Grass,0.02,Grounded,bellossom-2,generation2/bellossom.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0182,Bellossom Valencian,Grass,-----,35-49,Common,Any,8 - 15,Day,Any,"Savanna, Tropical Island",,,,,,,,Natural,Gen 2,,Grass,0.02,Grounded,bellossom-valencian-3,generation2/bellossom.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0069,Bellsprout,Grass,Poison,5-30,Common,Any,8 - 15,Any,Any,Jungle,,,,,,,,Natural,Gen 1,,Grass,9,Grounded,bellsprout-1,generation1/bellsprout.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0712,Bergmite,Ice,-----,5-30,Common,Any,8 - 15,Any,Any,Frozen Ocean,,,,,,,,Natural,Gen 6,,"Monster, Mineral",9,Grounded,bergmite-1,generation6/bergmite.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0712,Bergmite,Ice,-----,5-30,Common,Any,8 - 15,Any,Any,Frozen Ocean,,,,,,,,Water_Surface,Gen 6,,"Monster, Mineral",9,Surface,bergmite-2,generation6/bergmite.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0712,Bergmite,Ice,-----,5-30,Common,Any,Any,Any,Any,Nether: Frozen,,,,,,,,Natural,Gen 6,,"Monster, Mineral",9,Grounded,bergmite-3,generation6/bergmite.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0760,Bewear,Normal,Fighting,27-50,Common,Any,8 - 15,Any,Any,Bamboo,,,,,,,,Natural,Gen 7,,Field,1,Grounded,bewear-1,generation7/bewear.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0400,Bibarel,Normal,Water,15-41,Common,Any,8 - 15,Any,Any,Freshwater,,,,,,,,"Natural, Freshwater",Gen 4,,"Water_1, Field",1,Grounded,bibarel-1,generation4/bibarel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0400,Bibarel,Normal,Water,15-41,Uncommon,Any,8 - 15,Any,Any,Freshwater,,,,,,,,"Freshwater, Water_Surface",Gen 4,,"Water_1, Field",1,Surface,bibarel-2,generation4/bibarel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0399,Bidoof,Normal,-----,1-25,Uncommon,Any,8 - 15,Any,Any,Freshwater,,,,,,,,"Freshwater, Water_Surface",Gen 4,,"Water_1, Field",9,Surface,bidoof-1,generation4/bidoof.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0399,Bidoof,Normal,-----,1-25,Common,Any,8 - 15,Any,Any,Freshwater,,,,,,,,"Natural, Freshwater",Gen 4,,"Water_1, Field",9,Grounded,bidoof-2,generation4/bidoof.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0625,Bisharp,Dark,Steel,52-79,Rare,Any,Any,Any,Any,Bamboo,,,,,,,,Natural,Gen 5,,Human_Like,4,Grounded,bisharp-1,generation5/bisharp.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0806,Blacephalon,Fire,Ghost,50-70,Ultra-Rare,Any,Any,Any,Any,End,,,,,,,,Natural,Gen 7,Ultra Beast,Undiscovered,3,Grounded,blacephalon-1,generation7/blacephalon.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0009,Blastoise,Water,-----,36-53,Ultra-Rare,Any,8 - 15,Any,Any,,,,,,,,,"Natural, River",Gen 1,,"Monster, Water_1",0.1,Grounded,blastoise-1,generation1/blastoise.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0009,Blastoise,Water,-----,36-53,Ultra-Rare,MUST SEE,Any,Any,Any,,,,,,,,,"River, Underwater",Gen 1,,"Monster, Water_1",0.1,Submerged,blastoise-2,generation1/blastoise.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0257,Blaziken,Fire,Fighting,36-53,Ultra-Rare,Any,8 - 15,Any,Any,Plains,,,,,,,,Natural,Gen 3,,Field,0.1,Grounded,blaziken-1,generation3/blaziken.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0824,Blipbug,Bug,-----,2-19,Common,MUST SEE,Any,Any,Any,Forest,Spooky,,,,,,,"Natural, Treetop",Gen 8,,Bug,7,Grounded,blipbug-1,generation8/blipbug.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0824,Blipbug,Bug,-----,2-19,Common,MUST SEE,Any,Any,Any,Plains,,,,,,,,"Natural, Foliage, Treetop",Gen 8,,Bug,7,Grounded,blipbug-2,generation8/blipbug.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0242,Blissey,Normal,-----,40-54,Rare,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 2,,Fairy,0.1,Grounded,blissey-1,generation2/blissey.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0242,Blissey,Normal,-----,40-54,Rare,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 2,,Fairy,0.1,Grounded,blissey-2,generation2/blissey.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0525,Boldore,Rock,-----,25-39,Common,Any,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 5,,Mineral,0.9,Grounded,boldore-1,generation5/boldore.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0525,Boldore,Rock,-----,25-39,Uncommon,Any,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 5,,Mineral,0.9,Grounded,boldore-2,generation5/boldore.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0836,Boltund,Electric,-----,25-49,Common,Any,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Urban",Gen 8,,Field,0.6,Grounded,boltund-1,generation8/boltund.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0836,Boltund,Electric,-----,25-49,Common,Any,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Village",Gen 8,,Field,0.6,Grounded,boltund-2,generation8/boltund.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0438,Bonsly,Rock,-----,4-29,Uncommon,Any,8 - 15,Any,Clear,Forest,Spooky,,,,,,,Natural,Gen 4,Baby,Undiscovered,5.4,Grounded,bonsly-1,generation4/bonsly.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0626,Bouffalant,Normal,-----,24-49,Common,Any,8 - 15,Any,Any,Plains,,,,,,,,"Natural, Wild",Gen 5,,Field,10,Grounded,bouffalant-1,generation5/bouffalant.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0761,Bounsweet,Grass,-----,1-21,Common,Any,8 - 15,Any,Any,"Jungle, Tropical Island",,,,,,,,"Natural, Treetop",Gen 7,,Grass,1.8,Grounded,bounsweet-1,generation7/bounsweet.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0654,Braixen,Fire,-----,16-41,Ultra-Rare,Any,8 - 15,Any,Any,Desert,,,,,,,,Natural,Gen 6,,Field,0.9,Grounded,braixen-1,generation6/braixen.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0286,Breloom,Grass,Fighting,23-46,Common,Any,8 - 15,Any,Any,Forest,Freezing,,,,,,,Natural,Gen 3,,"Fairy, Grass",0.2,Grounded,breloom-1,generation3/breloom.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0286,Breloom,Grass,Fighting,23-46,Common,Any,8 - 15,Any,Any,Mushroom,,,,,,,,Natural,Gen 3,,"Fairy, Grass",1,Grounded,breloom-2,generation3/breloom.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0729,Brionne,Water,-----,17-42,Ultra-Rare,Any,8 - 15,Any,Any,Coast,,,,,,,,Natural,Gen 7,,"Water_1, Field",0.9,Grounded,brionne-1,generation7/brionne.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0729,Brionne,Water,-----,17-42,Ultra-Rare,MUST SEE,Any,Any,Any,Coast,,,,,,,,Underwater,Gen 7,,"Water_1, Field",0.9,Submerged,brionne-2,generation7/brionne.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0729,Brionne,Water,-----,17-42,Ultra-Rare,Any,8 - 15,Any,Any,Coast,,,,,,,,Water_Surface,Gen 7,,"Water_1, Field",0.9,Surface,brionne-3,generation7/brionne.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0437,Bronzong,Steel,Psychic,40-55,Rare,MUST SEE,Any,Any,Any,Spooky,,,,,,,,Natural,Gen 4,,Mineral,1,Grounded,bronzong-1,generation4/bronzong.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0437,Bronzong,Steel,Psychic,40-55,Rare,CANNOT SEE,Any,Any,Any,Cave,,,,,,,,,Gen 4,,Mineral,1,Grounded,bronzong-2,generation4/bronzong.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0437,Bronzong,Steel,Psychic,40-55,Rare,Any,Any,Night,Any,Mountain,,,,,,,,Natural,Gen 4,,Mineral,2,Grounded,bronzong-3,generation4/bronzong.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0436,Bronzor,Steel,Psychic,20-30,Uncommon,MUST SEE,Any,Any,Any,Spooky,,,,,,,,Natural,Gen 4,,Mineral,3,Grounded,bronzor-1,generation4/bronzor.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0436,Bronzor,Steel,Psychic,20-30,Rare,CANNOT SEE,Any,Any,Any,Cave,,,,,,,,,Gen 4,,Mineral,3,Grounded,bronzor-2,generation4/bronzor.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0436,Bronzor,Steel,Psychic,20-30,Rare,Any,Any,Night,Any,Mountain,,,,,,,,Natural,Gen 4,,Mineral,3,Grounded,bronzor-3,generation4/bronzor.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0406,Budew,Grass,Poison,3-28,Common,Any,8 - 15,Any,Any,Floral,,,,,,,,Natural,Gen 4,Baby,Undiscovered,9,Grounded,budew-1,generation4/budew.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0406,Budew,Grass,Poison,3-28,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 4,Baby,Undiscovered,9,Grounded,budew-2,generation4/budew.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0418,Buizel,Water,-----,8-33,Common,Any,8 - 15,Any,Any,Freshwater,,,,,,,,"Natural, Freshwater",Gen 4,,"Water_1, Field",1.8,Grounded,buizel-1,generation4/buizel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0418,Buizel,Water,-----,8-33,Common,MUST SEE,Any,Any,Any,Freshwater,,,,,,,,"Underwater, Freshwater",Gen 4,,"Water_1, Field",1.8,Submerged,buizel-2,generation4/buizel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0418,Buizel,Water,-----,8-33,Uncommon,Any,8 - 15,Any,Any,Freshwater,,,,,,,,"Water_Surface, Freshwater",Gen 4,,"Water_1, Field",1.8,Surface,buizel-3,generation4/buizel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0001,Bulbasaur,Grass,Poison,5-32,Ultra-Rare,Any,8 - 15,Any,Any,"Jungle, Tropical Island",,,,,,,,Natural,Gen 1,,"Monster, Grass",9,Grounded,bulbasaur-1,generation1/bulbasaur.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0427,Buneary,Normal,-----,10-35,Common,Any,8 - 15,Any,Any,"Forest, Hills, Snowy Forest, Snowy Taiga, Taiga",,,,,,,,"Natural, Wild",Gen 4,,"Field, Human_Like",9,Grounded,buneary-1,generation4/buneary.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0659,Bunnelby,Normal,-----,1-24,Common,Any,Any,Any,Any,"Hills, Temperate",,,,,,,,Natural,Gen 6,,Field,9,Grounded,bunnelby-1,generation6/bunnelby.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0012,Butterfree,Bug,Flying,10-40,Common,Any,8 - 15,Day,Clear,Temperate,"Floral, Freezing, Spooky",,,,,,,Natural,Gen 1,,Bug,1,Grounded,butterfree-1,generation1/butterfree.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0012,Butterfree,Bug,Flying,10-40,Common,Any,8 - 15,Day,Clear,Floral,,,,,,,,Natural,Gen 1,,Bug,10,Grounded,butterfree-2,generation1/butterfree.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0012,Butterfree Valencian,Bug,Flying,10-40,Common,Any,8 - 15,Day,Clear,"Jungle, Tropical Island",,,,,,,,Natural,Gen 1,,Bug,1,Grounded,butterfree-valencian-3,generation1/butterfree.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0012,Butterfree Valencian,Bug,Flying,10-40,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 1,,Bug,5,Grounded,butterfree-valencian-4,generation1/butterfree.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0794,Buzzwole,Bug,Fighting,50-70,Ultra-Rare,MUST SEE,Any,Any,Any,Swamp,,,,,,,,,Gen 7,Ultra Beast,Undiscovered,3,Grounded,buzzwole-1,generation7/buzzwole.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0331,Cacnea,Grass,-----,9-34,Common,Any,8 - 15,Any,Any,Sandy,,,,,,,,Natural,Gen 3,,"Grass, Human_Like",9,Grounded,cacnea-1,generation3/cacnea.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0332,Cacturne,Grass,Dark,32-48,Common,Any,8 - 15,Any,Any,Sandy,,,,,,,,Natural,Gen 3,,"Grass, Human_Like",1,Grounded,cacturne-1,generation3/cacturne.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0898,Calyrex,Psychic,Grass,50-70,Ultra-Rare,Any,Any,Any,Any,Plains,,,,,,,,Natural,Gen 8,Legendary,Undiscovered,1,Grounded,calyrex-1,generation8/calyrex.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0323,Camerupt,Fire,Ground,33-46,Common,Any,8 - 15,Any,Any,Badlands,,,,,,,,Natural,Gen 3,,Field,0.6,Grounded,camerupt-1,generation3/camerupt.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0323,Camerupt,Fire,Ground,33-46,Common,Any,8 - 15,Any,Any,Volcanic,,,,,,,,Natural,Gen 3,,Field,1,Grounded,camerupt-2,generation3/camerupt.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0323,Camerupt,Fire,Ground,33-46,Common,Any,Any,Any,Any,"Nether: Overgrowth, Nether: Wasteland",,,,,,,,Natural,Gen 3,,Field,0.6,Grounded,camerupt-3,generation3/camerupt.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0951,Capsakid,Grass,-----,4-25,Common,MUST SEE,Any,Any,Any,Arid,,,,,,,,,Gen 9,,Grass,6,Grounded,capsakid-1,generation9/capsakid.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0951,Capsakid,Grass,-----,4-25,Common,Any,Any,Any,Any,Nether,,,,,,,,,Gen 9,,Grass,6,Grounded,capsakid-2,generation9/capsakid.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0703,Carbink,Rock,Fairy,25-50,Common,Any,0 - 7,Any,Any,Overworld,Deep Dark,,,,Diamond Ore,,,Natural,Gen 6,,"Fairy, Mineral",100,Grounded,carbink-1,generation6/carbink.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0703,Carbink,Rock,Fairy,25-50,Uncommon,Any,Any,Any,Any,Nether: Quartz,,,,Quartz Block,,,,Natural,Gen 6,,"Fairy, Mineral",10,Grounded,carbink-2,generation6/carbink.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0703,Carbink,Rock,Fairy,25-50,Common,Any,Any,Any,Any,Crystal Canyon,,,Sempiternal Sanctums,,,,,,Gen 6,,"Fairy, Mineral",10,Grounded,carbink-3,generation6/carbink.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0455,Carnivine,Grass,-----,20-45,Uncommon,Any,8 - 15,Any,Any,Swamp,,,,,,,,"Natural, Treetop, Foliage",Gen 4,,Grass,10,Grounded,carnivine-1,generation4/carnivine.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0455,Carnivine,Grass,-----,20-45,Uncommon,Any,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 4,,Grass,2,Grounded,carnivine-2,generation4/carnivine.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0565,Carracosta,Water,Rock,37-57,Ultra-Rare,Any,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 5,,"Water_1, Water_3",1,Grounded,carracosta-1,generation5/carracosta.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0565,Carracosta,Water,Rock,37-57,Ultra-Rare,Any,0 - 7,Any,Any,Lush,,,,,,,,Underwater,Gen 5,,"Water_1, Water_3",1,Submerged,carracosta-2,generation5/carracosta.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0318,Carvanha,Water,Dark,6-31,Common,MUST SEE,Any,Any,Any,Ocean,,,,,,,,Underwater,Gen 3,,Water_2,1.8,Submerged,carvanha-1,generation3/carvanha.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0010,Caterpie,Bug,-----,1-20,Common,Any,8 - 15,Any,Any,Forest,"Freezing, Spooky",,,,,,,"Natural, Treetop",Gen 1,,Bug,7,Grounded,caterpie-1,generation1/caterpie.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0010,Caterpie,Bug,-----,1-20,Common,Any,8 - 15,Any,Any,Plains,,,,,,,,"Natural, Foliage, Treetop",Gen 1,,Bug,7,Grounded,caterpie-2,generation1/caterpie.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0010,Caterpie Valencian,Bug,-----,1-20,Common,Any,8 - 15,Any,Any,"Jungle, Tropical Island",,,,,,,,"Natural, Treetop",Gen 1,,Bug,7,Grounded,caterpie-valencian-3,generation1/caterpie.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0010,Caterpie Valencian,Bug,-----,1-20,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 1,,Bug,3,Grounded,caterpie-valencian-4,generation1/caterpie.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0251,Celebi,Psychic,Grass,50-70,Ultra-Rare,MUST SEE,Any,Any,Any,Forest,,,,,,,,,Gen 2,"Mythical, Legendary",Undiscovered,3,Grounded,celebi-1,generation2/celebi.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0851,Centiskorch,Fire,Bug,28-53,Common,Any,8 - 15,Any,Any,"Badlands, Volcanic",,,,,,,,"Natural, Wild",Gen 8,,Bug,0.6,Grounded,centiskorch-1,generation8/centiskorch.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0851,Centiskorch,Fire,Bug,28-53,Common,Any,Any,Any,Any,Nether: Basalt,,,,,,,,"Natural, Wild",Gen 8,,Bug,0.6,Grounded,centiskorch-2,generation8/centiskorch.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0851,Centiskorch,Fire,Bug,28-53,Common,Any,Any,Any,Any,Nether: Wasteland,,,,,,,,"Natural, Wild",Gen 8,,Bug,1,Grounded,centiskorch-3,generation8/centiskorch.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0937,Ceruledge,Fire,Ghost,21-53,Common,Any,Any,Any,Any,Nether,,,,,,,,"Natural, Nether_Structures",Gen 9,,Human_Like,5,Grounded,ceruledge-1,generation9/ceruledge.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0937,Ceruledge,Fire,Ghost,21-53,Uncommon,Any,Any,Any,Any,Overworld,,,,,,,,Ruined_Portal,Gen 9,,Human_Like,1,Grounded,ceruledge-2,generation9/ceruledge.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0975,Cetitan,Ice,-----,28-52,Uncommon,Any,8 - 15,Any,Any,Frozen Ocean,,,,,,,,"Natural, Wild",Gen 9,,Field,0.6,Grounded,cetitan-1,generation9/cetitan.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0975,Cetitan,Ice,-----,28-52,Uncommon,Any,8 - 15,Any,Any,"Glacial, Tundra",,,,,,,,"Natural, Wild",Gen 9,,Field,1,Grounded,cetitan-2,generation9/cetitan.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0974,Cetoddle,Ice,-----,8-33,Uncommon,Any,8 - 15,Any,Any,Frozen Ocean,,,,,,,,"Natural, Wild",Gen 9,,Field,5.4,Grounded,cetoddle-1,generation9/cetoddle.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0974,Cetoddle,Ice,-----,8-33,Uncommon,Any,8 - 15,Any,Any,"Glacial, Tundra",,,,,,,,"Natural, Wild",Gen 9,,Field,9,Grounded,cetoddle-2,generation9/cetoddle.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
